seller_id,seller_state,seller_city,total_revenue,orders_fulfilled,avg_order_value,avg_rating,positive_reviews,performance_score,seller_tier
8581055ce74af1daba164fdbd55a40de,SP,guarulhos,64919.67,433,149.93,4.27,355,64.58,Advanced
01c97ebb5cdac52891c0ed1c37ba0012,SP,catanduva,577.5,12,48.12,4.08,9,25.07,Beginner
c8b0e2b0a7095e5d8219575d5e7e1181,SP,itaquaquecetuba,12170.21,85,143.18,4.05,64,31.72,Beginner
900ba814c251a692506d7834c1218441,SP,salto,28833.03,86,335.27,4.23,68,39.49,Beginner
f1fd5ab1181f827ffad998c1a5de7d74,PR,curitiba,7045.99,15,469.73,4.67,15,31.29,Beginner
2e90cb1677d35cfe24eef47d441b7c87,SP,sao paulo,13894.71,137,101.42,4.04,102,33.91,Beginner
f3b80352b986ab4d1057a4b724be19d0,DF,brasilia,9815.1,91,107.86,4.16,73,31.62,Beginner
87142160b41353c4e5fca2360caf6f92,RS,porto alegre,31410.98,342,91.84,4.37,291,49.04,Intermediate
f680f85bee2d253556ac91be391d2c82,SP,carapicuiba,5183.92,54,96.0,4.3,45,29.49,Beginner
f00e21b1e91a79653163b7fd8f293ff1,SP,andradas,3900.09,31,125.81,4.1,22,27.09,Beginner
f7496d659ca9fdaf323c0aae84176632,SP,sao paulo,4837.67,26,186.06,4.58,23,30.2,Beginner
14d7985702e72162bbf13b6beb74ab2b,SP,santo andre,3887.0,38,102.29,4.34,31,28.73,Beginner
1127b7f2594683f2510f1c2c834a486b,SP,campinas,6703.7,129,51.97,4.19,103,31.69,Beginner
abcd2cb37d46c2c8fb1bf071c859fc5b,MT,cuiaba,4817.32,51,94.46,4.31,39,29.32,Beginner
c26a2be5b53b7db6b276280da212a779,RJ,nova friburgo,7482.0,18,415.67,2.72,8,19.85,Beginner
39c763cca83e654764b7a4a650fb9b7c,GO,goiania,761.0,11,69.18,3.82,8,23.55,Beginner
0bae85eb84b9fb3bd773911e89288d54,SP,itajai,7433.56,145,51.27,4.23,114,32.7,Beginner
977f9f63dd360c2a32ece2f93ad6d306,SP,tabatinga,2730.07,24,113.75,3.92,16,25.33,Beginner
2d50d6282f8aa2257819a77bfaa0efe0,SP,ibitinga,3008.48,43,69.96,3.74,29,24.93,Beginner
4e17c65a516f69d023a2ae78b84f28d6,SP,suzano,7639.26,74,103.23,4.08,55,29.76,Beginner
0ef83d7d83ed97cd2a0049ac8be5f88a,PR,curitiba,4699.01,56,83.91,4.25,45,29.06,Beginner
eeb6de78f79159600292e314a77cbd18,SC,lages,43510.84,83,524.23,4.42,72,46.41,Intermediate
e5475dcab1e07b63d7f6e902d8f5eda8,SP,diadema,2192.0,19,115.37,4.11,13,26.11,Beginner
8ff1a9df749e454105c55cda13e79143,SP,marilia,1400.6,14,100.04,3.73,7,23.36,Beginner
b9a03475e6447e631b6799ec8274800f,PR,formosa do oeste,1349.1,11,122.65,4.27,9,26.49,Beginner
6a51fc556dab5f766ced6fbc860bc613,SP,marilia,7217.87,31,232.83,4.13,26,28.6,Beginner
238fac594e170b59c6d228f5a4f4f1d9,SP,dois corregos,3126.0,30,104.2,3.97,20,25.97,Beginner
6187a137b2af59dfdbad8d9f8c373c14,SP,osasco,74.8,2,37.4,3.0,1,18.09,Beginner
6e864f5c4669eff3d98140a07cc50202,SP,sao paulo,740.59,13,56.97,4.46,12,27.45,Beginner
12c2ed9cded6138cf0c75f525f565fc7,SP,praia grande,314.96,4,78.74,4.25,3,25.75,Beginner
d50d79cb34e38265a8649c383dcffd48,SP,sao paulo,13012.42,70,185.89,4.25,58,32.8,Beginner
3b872fd4747f01cc56206f2934198618,SP,ibitinga,2726.74,27,100.99,3.89,18,25.24,Beginner
26bad72add1f86e08a776ce4ffdaf1ca,SP,pedregulho,622.0,7,88.86,4.43,6,27.04,Beginner
d93844a9c55ba7ce353388bcf849ea56,PR,curitiba,2708.5,14,193.46,4.21,10,26.76,Beginner
cac63f48c38cd7d002a7e846dcd99a23,SP,sumare,963.9,11,87.63,4.82,11,29.64,Beginner
167fd940acebc789debd6eb418c46e38,SP,franca,1077.58,5,215.52,3.0,2,18.58,Beginner
1fe61aa5494bd3ae92a2c13e067c810f,SC,santa cecilia,537.76,2,268.88,4.0,2,24.28,Beginner
091065b789659bc3cd9af9cb3a6253ff,RS,canoas,1359.0,2,679.5,3.5,1,21.6,Beginner
8e34331b7eedd03be4e5d965c1956225,SP,sao paulo,145.0,5,29.0,4.8,5,29.01,Beginner
7ad32824caee82087b3e2e5f33b1bf32,SP,ibitinga,22018.1,180,122.32,3.79,114,36.95,Beginner
4deebb3199eeafb282ae33229144f94b,SP,sao paulo,779.7,5,155.94,3.4,3,20.86,Beginner
2199e7fe213c16213bf5d6a7eadc9a5d,SP,registro,3767.29,30,125.58,4.4,24,28.81,Beginner
ac51cac5e20d69ff485a54746488ef48,SP,ribeirao preto,700.0,3,233.33,3.67,2,22.39,Beginner
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,SP,sao paulo,21940.8,20,1097.04,3.65,13,31.28,Beginner
2f4b0d3b9634b647d4edee577d7ebb7e,SP,sao paulo,337.9,11,30.72,4.91,11,29.93,Beginner
8b8cfc8305aa441e4239358c9f6f2485,PR,londrina,11892.0,15,792.8,4.2,11,30.41,Beginner
b080809eaacb49e5ca07290981472431,MG,belo horizonte,424.0,11,38.55,4.82,11,29.42,Beginner
1771297ac436903d1dd6b0e9279aa505,SP,guarulhos,2881.27,36,80.04,4.63,32,30.01,Beginner
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,RJ,rio de janeiro,4063.9,42,96.76,3.93,32,26.47,Beginner
6e386f64c84e482f0b9abf960797ee1b,SP,sao paulo,12209.3,29,421.01,4.61,26,33.41,Beginner
a414555ce331b8c8aea4a9cb8395194d,SP,sao paulo,1450.95,8,181.37,3.57,4,22.24,Beginner
6aa3928696eab49a19a466e665a649fd,RJ,nova iguacu,2075.0,22,94.32,4.55,19,28.79,Beginner
ffad1e7127fb622cb64a900751590acd,SP,americana,884.3,15,58.95,4.87,15,30.02,Beginner
1ca7077d890b907f89be8c954a02686a,SP,santana de parnaiba,12474.64,127,98.23,2.27,35,22.42,Beginner
fc6295add6f51a0936407ead70c1001d,SP,sao paulo,160.0,4,40.0,1.0,0,6.18,Beginner
e5a3438891c0bfdb9394643f95273d8e,SP,limeira,7597.56,249,30.51,3.87,173,33.73,Beginner
f214d28e8d8e3ef068748498ccc2f813,SP,sao paulo,2152.43,57,37.76,4.13,45,27.35,Beginner
7e93a43ef30c4f03f38b393420bc753a,SP,barueri,165981.49,322,515.47,4.36,271,102.21,Elite
5160d23075764e18e07c1f4a87fad743,SP,sao bernardo do campo,2359.0,38,62.08,4.45,33,28.78,Beginner
4b9750c8ad28220fe6702d4ecb7c898f,SP,limeira,15815.4,221,71.56,4.35,185,39.06,Beginner
ad781527c93d00d89a11eecd9dcad7c1,SP,sao jose do rio preto,6039.63,38,158.94,3.34,23,23.6,Beginner
17a053fcb14bd219540cbde0df490be0,SP,mogi guacu,40753.14,149,273.51,4.23,120,46.15,Intermediate
615005a3ef192c00c6f0e977cee3d2bc,SP,itu,286.5,11,26.05,3.91,8,23.9,Beginner
8e6cc767478edae941d9bd9eb778d77a,MG,araguari,5957.31,110,54.16,4.03,77,29.86,Beginner
8cbac7e12637ed9cffa18c7875207478,SC,jaragua do sul,2955.98,81,36.49,4.19,59,28.75,Beginner
aaed1309374718fdd995ee4c58c9dfcd,SC,timbo,9345.45,111,84.19,4.05,86,31.37,Beginner
729b2d09b2a0bdab221076327f13d050,SP,mineiros do tiete,1805.21,60,30.09,4.58,54,30.0,Beginner
b32be1695eb7ec5f10f72d9610a12527,RS,caxias do sul,26575.0,45,590.56,4.16,36,36.94,Beginner
49067458c68f7701fd334ce326accbe0,MG,juiz de fora,1077.1,38,28.34,3.37,23,21.79,Beginner
04e38a233f726ef161074ab1c9b0399a,SP,sao paulo,991.6,24,41.32,4.17,20,26.14,Beginner
3ca08eeb8d5595949fed424bd3677742,PR,curitiba,1688.88,13,129.91,4.69,12,29.21,Beginner
c68fb906c8f4b4b946d8386bfa6e5467,SP,jaboticabal,4541.16,48,94.61,4.51,42,30.32,Beginner
3df020b72d3d44b3af9d110fa3940b65,SP,jales,5039.9,101,49.9,3.95,76,28.75,Beginner
bfd27a966d91cfaafdb25d076585f0da,SP,serra negra,19225.0,115,167.17,4.32,97,37.06,Beginner
44f091b5abab8018f682fce8124b85e5,SP,sao paulo,354.4,3,118.13,3.67,2,22.25,Beginner
d5c530f4884a75ae0dba9c148718d278,MG,centro,252.93,8,31.62,2.88,4,17.62,Beginner
e49c26c3edfa46d227d5121a6b6e4d37,PE,brejao,3624.35,35,103.55,4.51,30,29.56,Beginner
37dd29b36c458d82f74a953c40c43645,SP,limeira,4536.99,8,567.12,4.0,6,26.05,Beginner
070d165398b553f3b4b851c216b8a358,SP,sao paulo,3333.17,38,87.72,3.54,23,23.71,Beginner
e81e1f9c3e762e620f3fb60a51499e16,SC,curitibanos,4465.99,18,248.11,3.82,11,25.25,Beginner
08061dc0fc165ed41288cc7acde738ee,SP,osasco,123.8,4,30.95,4.5,3,27.17,Beginner
0ff83046c3fa22efee8ecf291888b191,RS,caxias do sul,768.9,11,69.9,4.82,11,29.56,Beginner
f92d8c817434bd2d84d4e9c61322b7fa,SP,sorocaba,174.84,5,34.97,4.6,4,27.82,Beginner
f457c46070d02cadd8a68551231220dd,PR,maringa,19471.7,238,81.81,3.82,166,37.85,Beginner
f114dca2828bf718548db175ebe2cfcd,PR,cambe,139.0,1,139.0,1.0,0,6.09,Beginner
5a32c398a06c345440bf2a683b017ad3,RJ,rio de janeiro,34.9,1,34.9,5.0,1,30.04,Beginner
fcdd820084f17e9982427971e4e9d47f,SP,ribeirao preto,4783.99,27,177.18,3.26,13,22.28,Beginner
8629c241b3622ac12cd4118afdc8d394,SP,ribeirao preto,1167.66,13,89.82,4.08,11,25.34,Beginner
00d8b143d12632bad99c0ad66ad52825,MG,belo horizonte,86.0,1,86.0,5.0,1,30.06,Beginner
e64ddbe1cbcf4f2fc3092b7c481f3f9d,SP,sao paulo,20.9,1,20.9,5.0,1,30.04,Beginner
461ff5303b6c9c1a4a07f40c5aece516,PR,pinhais,102.7,3,34.23,3.67,2,22.15,Beginner
8ae520247981aa06bc94abddf5f46d34,SC,navegantes,16320.99,65,251.09,4.45,58,35.18,Beginner
1c68394e931a64f90ea236c5ea590300,PR,sarandi,26133.56,178,146.82,3.94,135,39.43,Beginner
b33e7c55446eabf8fe1a42d037ac7d6d,SP,pradopolis,44215.17,152,290.89,4.19,122,47.39,Intermediate
218d46b86c1881d022bce9c68a7d4b15,SP,ribeirao preto,53950.3,421,128.15,4.17,337,59.23,Intermediate
6fd52c528dcb38be2eea044946b811f8,SP,sao paulo,7743.02,84,92.18,3.5,52,26.62,Beginner
e9d99831abad74458942f21e16f33f92,SP,sao paulo,4922.48,149,33.04,3.91,108,29.9,Beginner
ccc4bbb5f32a6ab2b7066a4130f114e3,PR,curitiba,72926.72,189,385.86,4.32,159,60.76,Advanced
e0878efa0e0b7e5313ac0b43bc04c081,PR,curitiba,5285.3,29,182.25,3.55,19,24.28,Beginner
6bd69102ab48df500790a8cecfc285c2,SP,sao paulo,8070.0,5,1614.0,3.0,2,21.38,Beginner
83e197e95a1bbabc8c75e883ed016c47,RJ,mage,6574.19,54,121.74,4.74,51,32.69,Beginner
78a4d36f65a019172c6154468831a69f,SP,bauru,1545.5,7,220.79,4.29,6,26.57,Beginner
02d35243ea2e497335cd0f076b45675d,RN,natal,5794.0,16,362.13,2.69,5,18.94,Beginner
06579cb253ecd5a3a12a9e6eb6bf8f47,SP,sao paulo - sp,4587.4,70,65.53,3.84,51,26.97,Beginner
c8467937e403e76a8ee9f0ab13f6f5ef,MG,pocos de caldas,1853.79,33,56.18,4.13,25,26.51,Beginner
538caafddff204241cecbf3a02e6b3cf,SP,sao paulo,128.4,8,16.05,2.75,3,16.79,Beginner
c847e075301870dd144a116762eaff9a,MG,uberaba,15248.8,42,363.07,4.2,34,32.56,Beginner
1f9ab4708f3056ede07124aad39a2554,SP,tupa,13312.93,77,172.9,4.11,58,32.3,Beginner
bb135baca94c82fcb731335ad5b04a03,SP,sao paulo,1049.8,38,27.63,2.66,15,17.52,Beginner
ad273c9eb54ecb4532de4bf75bae9e4e,PR,curitiba,645.0,11,58.64,3.82,7,23.51,Beginner
113e3a788b935f48aad63e1c41dac1bd,SP,aparecida,847.35,48,17.65,4.4,40,28.18,Beginner
1099a00e0ee3a50935e6c2447ca090c5,RJ,rio de janeiro,849.7,3,283.23,3.67,2,22.45,Beginner
b76dba6c951ab00dc4edf0a1aa88037e,SP,sao paulo,2545.31,167,15.24,4.19,135,31.17,Beginner
4170f6a9367e6b5d6401d03ce6d54569,DF,brasilia df,568.78,5,113.76,4.2,4,25.58,Beginner
6861de0f40cacb0602e473c51639f980,PR,curitiba,674.0,8,84.25,2.63,3,16.29,Beginner
4736e9d642ef4257cd7622516931eb51,SP,piracicaba,1108.86,21,52.8,4.19,16,26.21,Beginner
5c6d4016c2a288f074fa0848a2b653d2,SP,sao paulo,3100.0,34,91.18,4.21,28,27.52,Beginner
c37b2059d4f90d4feead554e5246565e,SP,sao paulo,839.3,16,52.46,3.75,11,23.32,Beginner
1838dd9b8977065acf51d95e0053ea7a,MG,belo horizonte,2750.5,65,42.32,4.34,54,29.09,Beginner
2c4c47cb51acd5ea5db5e0ae0e26542a,SP,buritama,2575.9,15,171.73,4.6,15,29.08,Beginner
579891617139df7d8671d373f0669622,RJ,rio de janeiro,280.3,8,35.04,4.5,7,27.35,Beginner
a0415d9b25ede3c4b1e477e9916ffc03,RJ,nova iguacu,3544.2,9,393.8,4.22,7,27.01,Beginner
8e6d7754bc7e0f22c96d255ebda59eba,SP,sao jose dos campos,14346.57,132,108.69,3.03,63,27.88,Beginner
1cbd50a8c52e6cf8e315c5709fab386f,PR,fazenda rio grande,785.97,9,87.33,3.78,5,23.26,Beginner
ea67327e24487bdfac5fbfa37ea124df,SP,ibitinga,6250.18,34,183.83,3.56,21,24.88,Beginner
9df5750209b83567ec144eb299d7d634,RS,sao leopoldo,4917.0,11,447.0,4.0,9,26.3,Beginner
c66dccfb3f109511246da627dd5a2498,SP,registro,12182.55,44,276.88,4.57,39,33.61,Beginner
7586919161935337bf6b6d7ff5779648,RJ,rio de janeiro,1664.71,18,92.48,3.17,10,20.23,Beginner
4da0e408c99d2fdc2126dc9fce518060,PR,cornelio procopio,3344.4,60,55.74,4.5,55,30.14,Beginner
f9244d45189d3a3605499abddeade7d5,SP,sao paulo,15081.44,20,754.07,4.35,17,32.73,Beginner
4aba6a02a788d3ec81c03137144d9a80,SC,canoinhas,89.9,1,89.9,5.0,1,30.07,Beginner
b39d7fe263ef469605dbb32608aee0af,SP,ibitinga,5063.2,48,105.48,3.79,28,26.21,Beginner
fec6275253471ace26d209bbaa64cd0f,RJ,nova friburgo,2840.0,10,284.0,4.6,9,29.04,Beginner
4c60877808f4318ef1107fbeb8f89afa,SP,atibaia,118.0,2,59.0,4.0,1,24.11,Beginner
417a1e6c7321084d2a0ae0d023cfad93,RS,imigrante,48.9,1,48.9,5.0,1,30.05,Beginner
4ef4c39cf3c24f326434cf0b2e48046a,SP,sao paulo,792.0,8,99.0,3.88,6,23.84,Beginner
ba90964cff9b9e0e6f32b23b82465f7b,SP,guarulhos,44212.5,38,1163.49,4.42,32,45.35,Intermediate
7d13fca15225358621be4086e1eb0964,SP,ribeirao preto,112436.18,571,196.91,4.02,430,86.22,Elite
289cdb325fb7e7f891c38608bf9e0962,SP,belo horizonte,13410.55,125,107.28,4.59,115,36.65,Beginner
f1b93673502375d491780bb49d615dbc,SP,sao jose dos campos,2638.93,10,263.89,2.7,4,17.56,Beginner
b18871c324516afa228a13e8f1ef0ae9,SP,sao paulo,1064.6,23,46.29,3.96,16,24.88,Beginner
26e2c91ef821e1ff8985f408788fe35b,SP,ibitinga,1649.4,14,117.81,3.0,5,19.08,Beginner
9add47bf45ce8e8c7db6b9cf670b1e09,PR,fazenda rio grande,4606.44,43,107.13,4.26,35,28.69,Beginner
1dc2de47ee26a0a5b12dc14fd6dc0dea,SP,ibitinga,1670.3,27,61.86,4.52,24,28.6,Beginner
6b1c4d4d9ccf0be3d8544eb0e71e5318,RS,porto alegre,1699.0,1,1699.0,5.0,1,30.71,Beginner
820cc752a266cdc6c1a1e61dd4583330,PR,maringa,2802.8,15,186.85,4.13,12,26.35,Beginner
701938c450705b8ae65fc923b70f35c7,SP,s jose do rio preto,11879.29,111,107.02,3.75,74,30.58,Beginner
7ddcbb64b5bc1ef36ca8c151f6ec77df,SP,sao paulo,54630.65,335,163.08,3.97,240,55.72,Intermediate
cd68562d3f44870c08922d380acae552,SP,ribeirao preto,18119.7,129,140.46,3.91,93,34.58,Beginner
0ea22c1cfbdc755f86b9b54b39c16043,MG,sete lagoas,10826.3,273,39.66,4.35,223,38.62,Beginner
85d9eb9ddc5d00ca9336a2219c97bb13,MG,belo horizonte,15198.94,515,29.51,4.21,415,46.79,Intermediate
116ccb1a1604bc88e4d234a8c23f33de,SP,sao bernardo do campo,2004.89,73,27.46,4.6,65,30.59,Beginner
0691148aee60ca47977c187804f935ae,PR,londrina,5904.41,54,109.34,4.0,41,27.98,Beginner
522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,56690.49,178,318.49,3.91,127,51.48,Intermediate
080199a181c46c657dc5aa235411be3b,SP,osasco,14504.2,83,174.75,4.61,78,35.95,Beginner
bccf933e006e9b94a6184af782963e77,SP,assis,4162.74,46,90.49,4.53,41,30.23,Beginner
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,nova friburgo,50628.9,31,1633.19,4.19,25,46.32,Intermediate
8c16d1f32a54d92897cc437244442e1b,SC,blumenau,5642.6,118,47.82,4.33,95,31.78,Beginner
1d8dbc4f32378d715c717c1c1fc57bae,PR,arapongas,11205.99,97,115.53,3.93,65,30.97,Beginner
6601ee6383e7f452be71929f8de48bbb,SP,ribeirao pretp,153.6,2,76.8,4.0,2,24.12,Beginner
4391ea5c5990502176a1dcda44a2373d,RS,porto alegre,2349.0,5,469.8,4.8,5,29.89,Beginner
1b8356dabde1d35e17cef975c3f82730,SP,sao paulo,3366.4,60,56.11,4.13,45,27.93,Beginner
31ae0774c17fabd06ff707cc5bde005f,SP,americana,6719.85,11,610.9,4.0,8,27.02,Beginner
c8b3445d737de6befde0c88ede534a5e,SP,sao paulo,3149.04,36,87.47,3.97,26,26.16,Beginner
2a5b78b41cd05baeac8df54c6606b92c,MG,formiga,15554.28,56,277.76,4.3,43,33.7,Beginner
7963e546f34e098b578f9ad102494601,SP,sao paulo,60.99,1,60.99,5.0,1,30.05,Beginner
834f3294fba9f932f56edc879193f925,SP,araraquara,39907.5,66,604.66,4.55,60,45.24,Intermediate
058fd0aa2bfdb2274e05e1ae971dabb6,SP,santo andre,7631.9,64,119.25,4.38,53,31.25,Beginner
c04d70d515d15a7e3db3a73320598566,RJ,niteroi,158.2,4,39.55,5.0,4,30.18,Beginner
39d54ff918774174706fb065d7f9dc07,SP,sao paulo,1554.69,24,64.78,3.92,18,24.86,Beginner
b7ed9fb14c8eadb37adb9c45d67ab0fb,SP,jacarei,566.0,11,51.45,2.91,5,18.02,Beginner
42b729f859728f5079499127a9c2ef37,SP,sao paulo,4096.96,131,31.27,4.36,110,31.73,Beginner
9a03a4e9eb0b947652fae4f6121a3f5e,SP,catanduva,1497.0,7,213.86,3.86,5,23.97,Beginner
562fc2f2c2863ab7e79a9e4388a58a14,SP,campinas,8659.25,265,32.68,4.25,215,36.91,Beginner
4049512728d969bec69f84088b012416,MG,belo horizonte,389.84,9,43.32,5.0,9,30.43,Beginner
db6a4d4b5f1f5f98820ce6ce2619e2de,SP,sao paulo,135.99,1,135.99,5.0,1,30.08,Beginner
33cbda8716511e27e556dff9d8418bf2,SC,blumenau,507.4,6,84.57,4.83,6,29.36,Beginner
11938fcc75f6902fea1d0a6f72b54a57,SC,sao miguel d'oeste,594.98,2,297.49,3.0,1,18.3,Beginner
d2e753bb80b7d4faa77483ed00edc8ca,BA,porto seguro,1389.7,16,86.86,3.63,10,22.82,Beginner
02dcd3e8e25bee036e32512bcf175493,MG,contagem,1491.9,17,87.76,3.59,11,22.65,Beginner
e595809a6c31ec4314fd06ef198c244d,SC,navegantes,39.0,1,39.0,5.0,1,30.05,Beginner
dace965ca58120f92f8d742a9fa1864b,SP,sao paulo,1442.0,8,180.25,4.63,7,28.6,Beginner
439a47cc365d6e3bd526812ea9de3c29,SP,mogi das cruzes,1186.5,13,91.27,4.0,11,24.86,Beginner
ab91571efab27993ff2f6b36e38055c3,SP,sao paulo,102.24,4,25.56,4.75,4,28.66,Beginner
8d79c8a04e42d722a75097ce5cbcf2ef,CE,caucaia,2627.82,27,97.33,4.59,25,29.4,Beginner
de23c3b98a88888289c6f5cc1209054a,SP,sao paulo,25933.67,178,145.69,4.31,149,41.57,Intermediate
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,sao paulo,6759.83,171,39.53,4.04,130,32.07,Beginner
54965bbe3e4f07ae045b90b0b8541f52,PR,foz do iguacu,10351.7,81,127.8,3.07,38,24.99,Beginner
ac3508719a1d8f5b7614b798f70af136,RS,canoas,12446.14,101,123.23,4.64,92,35.85,Beginner
41b39e28db005d9731d9d485a83b4c38,SP,santo andre,16741.05,230,72.79,4.23,185,38.98,Beginner
6c177e38df6d3f34182b1f1d427231bf,PR,curitiba,8112.89,54,150.24,4.15,46,29.77,Beginner
7bac63f6603d382cc8d0832eb6c100a8,SP,sao paulo,7751.95,19,408.0,4.0,15,27.67,Beginner
0432ead42b6c8a0bdf68154add917fdf,SP,maua,7574.4,87,87.06,4.55,79,32.94,Beginner
259f7b5e6e482c230e5bfaa670b6bb8f,SP,poa,8429.13,163,51.71,4.27,133,33.88,Beginner
2aa3443d7bf9d9bb11133f420d75e083,RJ,rio de janeiro,647.0,10,64.7,3.0,5,18.56,Beginner
1d139e3a3b14025640d8df1b230aace0,SP,barrinha,36.49,2,18.25,3.5,1,21.07,Beginner
6a0cbc8af2e8abd1bdfb777943d174c6,SP,batatais,3788.15,34,111.42,4.03,25,26.72,Beginner
fffd5413c0700ac820c7069d66d98c89,SP,amparo,8535.0,58,147.16,3.91,42,28.61,Beginner
1f1bb1f0859883505541bdd6606193e5,SP,sao paulo,16040.84,29,553.13,4.31,23,33.15,Beginner
7dc8c42cc750eeafea6c85712ffee9bf,SP,sao paulo,6409.68,50,128.19,4.26,42,29.62,Beginner
89c127985a8b130cfa45c1d36764017a,SP,osasco,1334.67,6,222.45,3.4,3,21.11,Beginner
cb8bcce248bb1fb274ba762d8b971456,MG,santa rita do sapucai,9152.4,67,136.6,4.34,60,31.71,Beginner
4992e76a42cb3aad7a7047e0d3d7e729,SP,sao paulo,2171.2,73,29.74,3.88,48,26.34,Beginner
5debea795b07621e1f90532e18f96145,PR,apucarana,1883.78,33,57.08,4.27,24,27.36,Beginner
2e1a7d075abe038c1b2743005fe42ff1,SP,sao paulo,1366.8,22,62.13,3.82,16,24.13,Beginner
3d621842b2ed28e2b474132480edac3c,SP,sao paulo,873.93,8,109.24,4.63,8,28.37,Beginner
e99e927c81e3f51739c94fcdfca9f10f,MG,uberlandia,2597.85,24,108.24,3.63,16,23.54,Beginner
dd2bdf855a9172734fbc3744021ae9b9,MG,belo horizonte,10866.9,111,97.9,3.82,69,30.6,Beginner
e09887ca8c7bf8a4621ce481820414ef,SP,sao paulo,79.97,3,26.66,3.67,2,22.14,Beginner
5d378b73ab7dd6f0418d743e5dcb0bd1,SP,sao paulo,11254.0,6,1875.67,3.83,5,27.66,Beginner
9a84ba99f5367fdbd4598363496f1ea2,GO,luziania,2303.28,16,143.96,3.88,11,24.68,Beginner
b12cfd255810394b60caef18ae163547,PR,cascavel,560.0,2,280.0,4.5,2,27.28,Beginner
f5f2ab9bdb6b30c14c61be68c5ed37da,SP,porto ferreira,2134.68,18,118.59,4.28,15,27.07,Beginner
c2d70ce2c5d0a2eb75e78668236e6dc8,SP,sao paulo,2470.9,15,164.73,4.67,14,29.46,Beginner
1d4587203296c8f4ad134dc286fa6db0,SP,sao paulo,2287.5,41,55.79,4.37,37,28.37,Beginner
85e7c62c1d6ea078c3897424f867a7c8,SC,itapema,60.0,2,30.0,4.5,2,27.08,Beginner
ab9db4cf53b08b828b64dccaafc2d9f0,RS,paraiso do sul,177.78,4,44.45,5.0,4,30.19,Beginner
00fc707aaaad2d31347cf883cd2dfe10,PR,maringa,13409.9,142,94.44,3.74,94,32.06,Beginner
054694fa03fe82cec4b7551487331d74,SP,itajobi,8286.1,21,394.58,3.29,11,23.68,Beginner
a2fa0bdc798ee84cdb08281337cf4fb6,SC,florianopolis,354.86,11,32.26,4.82,10,29.39,Beginner
18a349e75d307f4b4cc646a691ed4216,SP,sao paulo,7425.21,128,58.01,3.52,79,27.93,Beginner
e59e489e2ea74bd409b798b5daf49de3,PR,maringa,495.0,5,99.0,2.2,0,13.55,Beginner
2ff97219cb8622eaf3cd89b7d9c09824,SP,salto,4339.1,94,46.16,4.55,87,31.86,Beginner
9c690ceacd5c66731bf443ea810195cb,MG,camanducaia,871.8,12,72.65,4.42,10,27.23,Beginner
b74d1c09cb380e1d03a6f859c6f4224b,RJ,rio de janeiro,2174.61,38,57.23,4.24,32,27.45,Beginner
e883aa812c37a7413226856f4579fe91,SP,itapevi,4097.1,29,141.28,3.9,22,25.91,Beginner
713e3a23ca5e47786eb6f0d99f94cfac,PR,curitiba,1126.0,4,281.5,4.75,4,29.07,Beginner
1d2732ef8321502ee8488e8bed1ab8cd,RJ,rio de janeiro,1148.0,5,229.6,3.2,3,19.81,Beginner
f1fdf2d13186575751aa25876536d85c,SP,sao paulo,26.3,1,26.3,5.0,1,30.04,Beginner
dcb7367a92f5ffb89f1e2152ed260285,SP,osvaldo cruz,79.9,1,79.9,5.0,1,30.06,Beginner
5e49e3a44bdeb5aab2684258bbd4f525,SC,balenario camboriu,507.0,3,169.0,4.67,3,28.31,Beginner
0df3984f9dfb3d49ac6366acbd3bbb85,MG,betim,9891.49,88,112.4,4.34,79,32.64,Beginner
a49928bcdf77c55c6d6e05e09a9b4ca5,SP,sao paulo,8646.9,104,83.14,2.97,48,24.4,Beginner
700f03c207639c22d933381ff60b35c2,SP,barretos,1189.86,4,297.47,4.0,3,24.6,Beginner
01fdefa7697d26ad920e9e0346d4bd1b,PR,londrina,14802.53,130,113.87,4.37,109,36.04,Beginner
4c8b8048e33af2bf94f2eb547746a916,SP,ibitinga,1882.45,23,81.85,3.48,13,22.32,Beginner
dd55f1bb788714a40e7954c3be6df745,SP,sao paulo,7041.76,37,190.32,3.81,24,26.79,Beginner
7178f9f4dd81dcef02f62acdf8151e01,SC,videira,36825.2,217,169.7,4.05,162,45.54,Intermediate
5656537e588803a555b8eb41f07a944b,DF,brasilia,7952.15,186,42.75,3.82,132,31.68,Beginner
6039e27294dc75811c0d8a39069f52c0,SP,osasco,13630.7,75,181.74,3.88,50,30.98,Beginner
a6bd7d1ccdac48c6b33b28596b7eb122,PB,mamanguape,13669.11,15,911.27,3.5,9,26.92,Beginner
5d0363b33554b373851fc1622e4d5f3c,SP,atibaia,6548.79,94,69.67,4.09,73,29.98,Beginner
b17b679f4f5ce2e03ce6968c62648246,SP,ribeirao preto,3424.18,51,67.14,3.92,35,26.42,Beginner
5b51032eddd242adc84c38acab88f23d,MG,borda da mata,3280.0,14,234.29,3.79,11,24.47,Beginner
5721089ba9214e80074f27d5a03fc0eb,SP,sao paulo,245.93,7,35.13,5.0,7,30.31,Beginner
